	# GEO Accession	Sample Name	Experiment	NA Accession	Center	SRA Run Selector	GEO FTP	Embargo end date	SRR	modus
328	GSM878638	muscle, arm, fetal day104 M	DNase hypersensitivity	NA000022649.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121264	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878638/suppl/	2012-11-22	SRR412389	SINGLE
328	GSM878638	muscle, arm, fetal day104 M	DNase hypersensitivity	NA000022649.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121264	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878638/suppl/	2012-11-22	SRR412390	SINGLE
328	GSM878638	muscle, arm, fetal day104 M	DNase hypersensitivity	NA000022649.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121264	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878638/suppl/	2012-11-22	SRR412391	SINGLE
329	GSM878639	muscle, back, fetal day104 M	DNase hypersensitivity	NA000022650.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121265	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878639/suppl/	2012-11-22	SRR412392	SINGLE
329	GSM878639	muscle, back, fetal day104 M	DNase hypersensitivity	NA000022650.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121265	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878639/suppl/	2012-11-22	SRR412393	SINGLE
329	GSM878639	muscle, back, fetal day104 M	DNase hypersensitivity	NA000022650.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121265	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878639/suppl/	2012-11-22	SRR412394	SINGLE
329	GSM878639	muscle, back, fetal day104 M	DNase hypersensitivity	NA000022650.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121265	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878639/suppl/	2012-11-22	SRR412395	SINGLE
329	GSM878639	muscle, back, fetal day104 M	DNase hypersensitivity	NA000022650.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121265	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878639/suppl/	2012-11-22	SRR412396	SINGLE
329	GSM878639	muscle, back, fetal day104 M	DNase hypersensitivity	NA000022650.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121265	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878639/suppl/	2012-11-22	SRR412397	SINGLE
329	GSM878639	muscle, back, fetal day104 M	DNase hypersensitivity	NA000022650.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121265	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878639/suppl/	2012-11-22	SRR412398	SINGLE
329	GSM878639	muscle, back, fetal day104 M	DNase hypersensitivity	NA000022650.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121265	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878639/suppl/	2012-11-22	SRR412399	SINGLE
329	GSM878639	muscle, back, fetal day104 M	DNase hypersensitivity	NA000022650.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121265	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878639/suppl/	2012-11-22	SRR412400	SINGLE
330	GSM878640	skin, upper back, fetal day97 M	DNase hypersensitivity	NA000022651.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121266	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878640/suppl/	2012-11-22	SRR412401	SINGLE
330	GSM878640	skin, upper back, fetal day97 M	DNase hypersensitivity	NA000022651.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121266	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878640/suppl/	2012-11-22	SRR412402	SINGLE
330	GSM878640	skin, upper back, fetal day97 M	DNase hypersensitivity	NA000022651.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121266	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878640/suppl/	2012-11-22	SRR412403	SINGLE
330	GSM878640	skin, upper back, fetal day97 M	DNase hypersensitivity	NA000022651.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121266	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878640/suppl/	2012-11-22	SRR412404	SINGLE
331	GSM878641	skin, upper back, fetal day97 M	DNase hypersensitivity	NA000022652.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121267	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878641/suppl/	2012-11-22	SRR412405	SINGLE
331	GSM878641	skin, upper back, fetal day97 M	DNase hypersensitivity	NA000022652.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121267	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878641/suppl/	2012-11-22	SRR412406	SINGLE
331	GSM878641	skin, upper back, fetal day97 M	DNase hypersensitivity	NA000022652.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121267	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878641/suppl/	2012-11-22	SRR412407	SINGLE
331	GSM878641	skin, upper back, fetal day97 M	DNase hypersensitivity	NA000022652.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121267	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878641/suppl/	2012-11-22	SRR412408	SINGLE
331	GSM878641	skin, upper back, fetal day97 M	DNase hypersensitivity	NA000022652.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121267	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878641/suppl/	2012-11-22	SRR412409	SINGLE
331	GSM878641	skin, upper back, fetal day97 M	DNase hypersensitivity	NA000022652.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121267	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878641/suppl/	2012-11-22	SRR412410	SINGLE
332	GSM878642	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022653.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121268	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878642/suppl/	2012-11-22	SRR412411	SINGLE
332	GSM878642	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022653.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121268	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878642/suppl/	2012-11-22	SRR412412	SINGLE
332	GSM878642	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022653.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121268	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878642/suppl/	2012-11-22	SRR412413	SINGLE
332	GSM878642	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022653.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121268	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878642/suppl/	2012-11-22	SRR412414	SINGLE
332	GSM878642	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022653.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121268	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878642/suppl/	2012-11-22	SRR412415	SINGLE
333	GSM878643	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022654.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121269	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878643/suppl/	2012-11-22	SRR412416	SINGLE
333	GSM878643	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022654.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121269	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878643/suppl/	2012-11-22	SRR412417	SINGLE
333	GSM878643	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022654.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121269	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878643/suppl/	2012-11-22	SRR412418	SINGLE
333	GSM878643	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022654.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121269	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878643/suppl/	2012-11-22	SRR412419	SINGLE
333	GSM878643	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022654.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121269	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878643/suppl/	2012-11-22	SRR412420	SINGLE
333	GSM878643	skin, biceps right, fetal day97 M	DNase hypersensitivity	NA000022654.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121269	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878643/suppl/	2012-11-22	SRR412421	SINGLE
334	GSM878644	skin, biceps left, fetal day97 M	DNase hypersensitivity	NA000022655.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121270	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878644/suppl/	2012-11-22	SRR412422	SINGLE
334	GSM878644	skin, biceps left, fetal day97 M	DNase hypersensitivity	NA000022655.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121270	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878644/suppl/	2012-11-22	SRR412423	SINGLE
334	GSM878644	skin, biceps left, fetal day97 M	DNase hypersensitivity	NA000022655.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121270	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878644/suppl/	2012-11-22	SRR412424	SINGLE
334	GSM878644	skin, biceps left, fetal day97 M	DNase hypersensitivity	NA000022655.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121270	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878644/suppl/	2012-11-22	SRR412425	SINGLE
334	GSM878644	skin, biceps left, fetal day97 M	DNase hypersensitivity	NA000022655.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121270	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878644/suppl/	2012-11-22	SRR412426	SINGLE
335	GSM878645	skin, biceps left, fetal day97 M	DNase hypersensitivity	NA000022656.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121271	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878645/suppl/	2012-11-22	SRR412427	SINGLE
335	GSM878645	skin, biceps left, fetal day97 M	DNase hypersensitivity	NA000022656.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121271	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878645/suppl/	2012-11-22	SRR412428	SINGLE
335	GSM878645	skin, biceps left, fetal day97 M	DNase hypersensitivity	NA000022656.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121271	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878645/suppl/	2012-11-22	SRR412429	SINGLE
335	GSM878645	skin, biceps left, fetal day97 M	DNase hypersensitivity	NA000022656.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121271	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878645/suppl/	2012-11-22	SRR412430	SINGLE
336	GSM878646	skin, quadricips right, fetal day97 M	DNase hypersensitivity	NA000022657.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121272	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878646/suppl/	2012-11-22	SRR412431	SINGLE
336	GSM878646	skin, quadricips right, fetal day97 M	DNase hypersensitivity	NA000022657.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121272	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878646/suppl/	2012-11-22	SRR412432	SINGLE
336	GSM878646	skin, quadricips right, fetal day97 M	DNase hypersensitivity	NA000022657.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121272	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878646/suppl/	2012-11-22	SRR412433	SINGLE
336	GSM878646	skin, quadricips right, fetal day97 M	DNase hypersensitivity	NA000022657.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121272	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878646/suppl/	2012-11-22	SRR412434	SINGLE
337	GSM878647	skin, quadricips right, fetal day97 M	DNase hypersensitivity	NA000022658.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121273	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878647/suppl/	2012-11-22	SRR412435	SINGLE
337	GSM878647	skin, quadricips right, fetal day97 M	DNase hypersensitivity	NA000022658.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121273	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878647/suppl/	2012-11-22	SRR412436	SINGLE
337	GSM878647	skin, quadricips right, fetal day97 M	DNase hypersensitivity	NA000022658.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121273	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878647/suppl/	2012-11-22	SRR412437	SINGLE
337	GSM878647	skin, quadricips right, fetal day97 M	DNase hypersensitivity	NA000022658.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121273	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878647/suppl/	2012-11-22	SRR412438	SINGLE
337	GSM878647	skin, quadricips right, fetal day97 M	DNase hypersensitivity	NA000022658.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121273	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878647/suppl/	2012-11-22	SRR412439	SINGLE
338	GSM878648	skin, quadricips left, fetal day97 M	DNase hypersensitivity	NA000022659.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121274	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878648/suppl/	2012-11-22	SRR412440	SINGLE
338	GSM878648	skin, quadricips left, fetal day97 M	DNase hypersensitivity	NA000022659.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121274	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878648/suppl/	2012-11-22	SRR412441	SINGLE
338	GSM878648	skin, quadricips left, fetal day97 M	DNase hypersensitivity	NA000022659.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121274	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878648/suppl/	2012-11-22	SRR412442	SINGLE
338	GSM878648	skin, quadricips left, fetal day97 M	DNase hypersensitivity	NA000022659.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121274	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878648/suppl/	2012-11-22	SRR412443	SINGLE
338	GSM878648	skin, quadricips left, fetal day97 M	DNase hypersensitivity	NA000022659.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121274	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878648/suppl/	2012-11-22	SRR412444	SINGLE
339	GSM878649	skin, quadricips left, fetal day97 M	DNase hypersensitivity	NA000022660.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121275	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878649/suppl/	2012-11-22	SRR412445	SINGLE
339	GSM878649	skin, quadricips left, fetal day97 M	DNase hypersensitivity	NA000022660.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121275	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878649/suppl/	2012-11-22	SRR412446	SINGLE
339	GSM878649	skin, quadricips left, fetal day97 M	DNase hypersensitivity	NA000022660.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121275	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878649/suppl/	2012-11-22	SRR412447	SINGLE
339	GSM878649	skin, quadricips left, fetal day97 M	DNase hypersensitivity	NA000022660.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121275	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878649/suppl/	2012-11-22	SRR412448	SINGLE
339	GSM878649	skin, quadricips left, fetal day97 M	DNase hypersensitivity	NA000022660.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121275	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878649/suppl/	2012-11-22	SRR412449	SINGLE
340	GSM878650	brain, fetal day101 M	DNase hypersensitivity	NA000022661.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121276	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878650/suppl/	2012-11-22	SRR412450	SINGLE
340	GSM878650	brain, fetal day101 M	DNase hypersensitivity	NA000022661.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121276	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878650/suppl/	2012-11-22	SRR412451	SINGLE
340	GSM878650	brain, fetal day101 M	DNase hypersensitivity	NA000022661.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121276	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878650/suppl/	2012-11-22	SRR412452	SINGLE
340	GSM878650	brain, fetal day101 M	DNase hypersensitivity	NA000022661.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121276	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878650/suppl/	2012-11-22	SRR412453	SINGLE
340	GSM878650	brain, fetal day101 M	DNase hypersensitivity	NA000022661.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121276	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878650/suppl/	2012-11-22	SRR412454	SINGLE
341	GSM878651	brain, fetal day104 M	DNase hypersensitivity	NA000022662.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121277	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878651/suppl/	2012-11-22	SRR412455	SINGLE
341	GSM878651	brain, fetal day104 M	DNase hypersensitivity	NA000022662.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121277	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878651/suppl/	2012-11-22	SRR412456	SINGLE
341	GSM878651	brain, fetal day104 M	DNase hypersensitivity	NA000022662.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121277	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878651/suppl/	2012-11-22	SRR412457	SINGLE
341	GSM878651	brain, fetal day104 M	DNase hypersensitivity	NA000022662.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121277	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878651/suppl/	2012-11-22	SRR412458	SINGLE
341	GSM878651	brain, fetal day104 M	DNase hypersensitivity	NA000022662.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121277	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878651/suppl/	2012-11-22	SRR412459	SINGLE
342	GSM878652	brain, fetal day109 F	DNase hypersensitivity	NA000022663.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121278	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878652/suppl/	2012-11-22	SRR412460	SINGLE
342	GSM878652	brain, fetal day109 F	DNase hypersensitivity	NA000022663.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121278	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878652/suppl/	2012-11-22	SRR412461	SINGLE
342	GSM878652	brain, fetal day109 F	DNase hypersensitivity	NA000022663.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121278	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878652/suppl/	2012-11-22	SRR412462	SINGLE
342	GSM878652	brain, fetal day109 F	DNase hypersensitivity	NA000022663.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121278	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878652/suppl/	2012-11-22	SRR412463	SINGLE
343	GSM878653	muscle, leg, fetal day113 F	DNase hypersensitivity	NA000022664.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121279	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878653/suppl/	2012-11-22	SRR412464	SINGLE
343	GSM878653	muscle, leg, fetal day113 F	DNase hypersensitivity	NA000022664.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121279	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878653/suppl/	2012-11-22	SRR412465	SINGLE
343	GSM878653	muscle, leg, fetal day113 F	DNase hypersensitivity	NA000022664.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121279	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878653/suppl/	2012-11-22	SRR412466	SINGLE
343	GSM878653	muscle, leg, fetal day113 F	DNase hypersensitivity	NA000022664.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121279	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878653/suppl/	2012-11-22	SRR412467	SINGLE
343	GSM878653	muscle, leg, fetal day113 F	DNase hypersensitivity	NA000022664.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121279	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878653/suppl/	2012-11-22	SRR412468	SINGLE
343	GSM878653	muscle, leg, fetal day113 F	DNase hypersensitivity	NA000022664.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121279	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878653/suppl/	2012-11-22	SRR412469	SINGLE
